Subject_ID,Overall_Status,Sbref_Direction,IntendedFor,DWI_Parameters,File_Properties,Missing_Files,Extra_Files,DWI_Version,ASL_Version,M0scan_Status,Total_Missing_Files,Total_Extra_Files,DWI_Dimensions,DWI_TR,RevB0_Dimensions,RevB0_TR,ASL_Dimensions,ASL_TR,Missing_Files_Detail,Extra_Files_Detail,Property_Issues_Detail,DWI_Parameter_Issues
sub-0366,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0368,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0370,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0375,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,INCORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,2,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,"FLAIR_nii, FLAIR_json",,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0376,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0377,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0378,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0380,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0381,MULTIPLE SESSION,,,,,,,,,,,,,,,,,,,,,
sub-0382,PASSED,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,v2 (LATEST),v2 (LATEST),SEPARATE,0,0,104 x 104 x 75 x 105,3200.0 ms,104 x 104 x 75,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,
sub-0385,PASSED,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,v2 (LATEST),v2 (LATEST),SEPARATE,0,0,104 x 104 x 75 x 105,3200.0 ms,104 x 104 x 75,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,
sub-0387,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0392,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,INCORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,4,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,"T1w_nii, T1w_json, FLAIR_nii, FLAIR_json",,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0394,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0395,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0397,MULTIPLE SESSION,,,,,,,,,,,,,,,,,,,,,
sub-0400,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,CORRECT,INCORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,8,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,"AP_run-02_bold_nii, AP_run-02_bold_json, PA_run-02_bold_nii, PA_run-02_bold_json, AP_run-02_sbref_nii, AP_run-02_sbref_json, PA_run-02_sbref_nii, PA_run-02_sbref_json",,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0403,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v2 (LATEST),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0408,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0409,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0412,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0413,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0414,PASSED,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,v2 (LATEST),v2 (LATEST),SEPARATE,0,0,104 x 104 x 75 x 105,3200.0 ms,104 x 104 x 75,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,
sub-0418,HAS ISSUES,CORRECT,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,UNKNOWN,v2 (LATEST),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,
sub-0421,HAS ISSUES,CORRECT,CORRECT,CORRECT,INCORRECT,INCORRECT,INCORRECT,UNKNOWN,v2 (LATEST),SEPARATE,2,4,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,"FLAIR_nii, FLAIR_json","sub-0421_ses-01_run-01_FLAIR.json, sub-0421_ses-01_run-02_FLAIR.nii.gz, sub-0421_ses-01_run-01_FLAIR.nii.gz, sub-0421_ses-01_run-02_FLAIR.json",,
sub-0422,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v2 (LATEST),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0425,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0429,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0432,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0434,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0435,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0438,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0441,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0443,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0447,HAS ISSUES,CORRECT,CORRECT,CORRECT,CORRECT,INCORRECT,INCORRECT,v2 (LATEST),v2 (LATEST),SEPARATE,2,4,104 x 104 x 75 x 105,3200.0 ms,104 x 104 x 75,3200.0 ms,128 x 128 x 48 x 25,4200.0 ms,"FLAIR_nii, FLAIR_json","sub-0447_ses-01_run-02_FLAIR.json, sub-0447_ses-01_run-01_FLAIR.json, sub-0447_ses-01_run-01_FLAIR.nii.gz, sub-0447_ses-01_run-02_FLAIR.nii.gz",,
sub-0448,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0449,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0452,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0453,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0454,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,INCORRECT,INCORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,2,4,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,"FLAIR_nii, FLAIR_json","sub-0454_ses-01_run-01_FLAIR.json, sub-0454_ses-01_run-01_FLAIR.nii.gz, sub-0454_ses-01_run-02_FLAIR.json, sub-0454_ses-01_run-02_FLAIR.nii.gz",,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0456,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0457,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v2 (LATEST),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 25,4200.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0458,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,CORRECT,INCORRECT,INCORRECT,UNKNOWN,v2 (LATEST),SEPARATE,4,2,104 x 104 x 72 x 105,3200.0 ms,N/A,N/A,128 x 128 x 48 x 25,4200.0 ms,"func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json","sub-0458_ses-01_dir-PA_epi.nii.gz, sub-0458_ses-01_dir-PA_epi.json",,
sub-0460,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0461,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0463,Validation Not Found,,,,,,,,,,,,,,,,,,,,,
sub-0467,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0468,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0470,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0471,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0472,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0473,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0474,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0475,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0477,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0478,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0479,HAS ISSUES,INCORRECT,INCORRECT,INCORRECT,CORRECT,INCORRECT,INCORRECT,UNKNOWN,UNKNOWN,SEPARATE,18,2,N/A,N/A,N/A,N/A,N/A,N/A,"AP_run-02_bold_nii, AP_run-02_bold_json, PA_run-02_bold_nii, PA_run-02_bold_json, AP_run-02_sbref_nii, AP_run-02_sbref_json, PA_run-02_sbref_nii, PA_run-02_sbref_json, func_PA_run-01_epi_nii, func_PA_run-01_epi_json, dwi_PA_run-02_epi_nii, dwi_PA_run-02_epi_json, dwi_nii, dwi_json, dwi_bvec, dwi_bval, asl_nii, asl_json","sub-0479_ses-01_dir-PA_epi.json, sub-0479_ses-01_dir-PA_epi.nii.gz",,
sub-0480,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0482,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
sub-0483,HAS ISSUES,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,v1 (DEPRECATED),v1 (DEPRECATED),SEPARATE,0,0,104 x 104 x 72 x 105,3200.0 ms,104 x 104 x 72,3600.0 ms,128 x 128 x 48 x 10,5600.0 ms,,,,"EchoTime: DWI=0.079, RevB0=0.092; RepetitionTime: DWI=3.2, RevB0=3.6; EffectiveEchoSpacing: DWI=0.000670015, RevB0=0.000649996"
